country_code,country,quarter,hpi,hicp_q,unemployment_rate,gdp_index,building_permits_index,old_age_dependency_ratio,population_density,year,quarter_num,eurozone_member_current,eurozone_member_timevarying,hpi_qoq_pct,hicp_qoq_pct,gdp_qoq_pct,permits_qoq_pct,target_hpi_next_q,hpi_qoq_pct_lag1,hpi_qoq_pct_lag2,hicp_qoq_pct_lag1,hicp_qoq_pct_lag2,gdp_qoq_pct_lag1,gdp_qoq_pct_lag2,permits_qoq_pct_lag1,permits_qoq_pct_lag2,unemployment_rate_lag1,unemployment_rate_lag2,unemployment_qoq_change
AT,Austria,2014-Q1,92.89,98.50999999999999,6.1,110.708,65.9,27.2,103.7,2014,1,1,1,1.3198080279231972,-0.06087044739778724,0.005419956279029137,-5.451936872309893,1.571751534072563,-0.1198387623924213,-0.4986449864498588,0.9835057883413434,-0.23847647599901656,0.0858896814848853,0.28469621825499836,-14.056720098643638,8.133333333333326,5.9,5.7,
AT,Austria,2014-Q2,94.35,99.40666666666668,6.0,111.257,78.2,27.2,103.7,2014,2,1,1,1.571751534072563,0.9102290799580581,0.4958991220146647,18.66464339908953,1.0280869104398516,1.3198080279231972,-0.1198387623924213,-0.06087044739778724,0.9835057883413434,0.005419956279029137,0.0858896814848853,-5.451936872309893,-14.056720098643638,6.1,5.9,-0.09999999999999964
AT,Austria,2014-Q3,95.32,99.08333333333333,6.0,111.437,80.4,27.2,103.7,2014,3,1,1,1.0280869104398516,-0.32526322848905886,0.1617875729167606,2.813299232736566,0.8602601762484285,1.571751534072563,1.3198080279231972,0.9102290799580581,-0.06087044739778724,0.4958991220146647,0.005419956279029137,18.66464339908953,-5.451936872309893,6.0,6.1,0.0
AT,Austria,2014-Q4,96.14,99.80666666666667,6.1,111.895,86.4,27.2,103.7,2014,4,1,1,0.8602601762484285,0.7300252312868016,0.4109945529761294,7.462686567164178,2.1323070522155207,1.0280869104398516,1.571751534072563,-0.32526322848905886,0.9102290799580581,0.1617875729167606,0.4958991220146647,2.813299232736566,18.66464339908953,6.0,6.0,0.09999999999999964
AT,Austria,2015-Q1,98.19,99.12666666666667,6.0,111.934,67.2,27.4,104.9,2015,1,1,1,2.1323070522155207,-0.6813172132790091,0.03485410429420188,-22.22222222222222,1.812811895305022,0.8602601762484285,1.0280869104398516,0.7300252312868016,-0.32526322848905886,0.4109945529761294,0.1617875729167606,7.462686567164178,2.813299232736566,6.1,6.0,-0.09999999999999964
AT,Austria,2015-Q2,99.97,100.37666666666667,6.3,112.564,80.8,27.4,104.9,2015,2,1,1,1.812811895305022,1.2610128455175174,0.5628316686618895,20.238095238095234,1.2603781134340464,2.1323070522155207,0.8602601762484285,-0.6813172132790091,0.7300252312868016,0.03485410429420188,0.4109945529761294,-22.22222222222222,7.462686567164178,6.0,6.1,0.2999999999999998
AT,Austria,2015-Q3,101.23,99.95666666666666,6.1,112.984,89.2,27.4,104.9,2015,3,1,1,1.2603781134340464,-0.41842393650582954,0.3731210689030151,10.396039603960405,-0.6124666600810125,1.812811895305022,2.1323070522155207,1.2610128455175174,-0.6813172132790091,0.5628316686618895,0.03485410429420188,20.238095238095234,-22.22222222222222,6.3,6.0,-0.20000000000000018
AT,Austria,2015-Q4,100.61,100.54,6.3,113.437,88.0,27.4,104.9,2015,4,1,1,-0.6124666600810125,0.5835862206956532,0.4009417262621273,-1.3452914798206317,3.4092038564754956,1.2603781134340464,1.812811895305022,-0.41842393650582954,1.2610128455175174,0.3731210689030151,0.5628316686618895,10.396039603960405,20.238095238095234,6.1,6.3,0.20000000000000018
AT,Austria,2016-Q1,104.04,100.14333333333333,6.4,114.745,87.6,27.4,106.0,2016,1,1,1,3.4092038564754956,-0.3945361713414308,1.1530629336107268,-0.454545454545463,2.5567089580930347,-0.6124666600810125,1.2603781134340464,0.5835862206956532,-0.41842393650582954,0.4009417262621273,0.3731210689030151,-1.3452914798206317,10.396039603960405,6.3,6.1,0.10000000000000053
AT,Austria,2016-Q2,106.7,101.00333333333333,6.6,114.673,109.8,27.4,106.0,2016,2,1,1,2.5567089580930347,0.8587690976267437,-0.0627478321495567,25.34246575342467,1.2933458294283051,3.4092038564754956,-0.6124666600810125,-0.3945361713414308,0.5835862206956532,1.1530629336107268,0.4009417262621273,-0.454545454545463,-1.3452914798206317,6.4,6.3,0.1999999999999993
